TRACT_NAME,GEOID,STATE,COUNTY,TRACT,MEDIAN_RENT,MEDIAN_INCOME,POP_TOTAL,POP_WHITE
Census Tract 4001; Alameda County; California,06001400100,06,001,400100,3501,250001,3094,2107
Census Tract 1150; Marin County; California,06041115000,06,041,115000,3428,188221,7781,5641
Census Tract 1160; Marin County; California,06041116000,06,041,116000,2392,168935,3079,2742
Census Tract 1170; Marin County; California,06041117000,06,041,117000,2603,160101,4541,3587
Census Tract 1181; Marin County; California,06041118100,06,041,118100,3429,250001,2626,2167
Census Tract 1191; Marin County; California,06041119100,06,041,119100,2433,216136,4761,3787
Census Tract 1192.01; Marin County; California,06041119201,06,041,119201,2519,88633,3513,2196
Census Tract 1192.02; Marin County; California,06041119202,06,041,119202,3501,250001,3878,3008
Census Tract 1200.01; Marin County; California,06041120001,06,041,120001,3013,155625,1554,1241
Census Tract 1200.02; Marin County; California,06041120002,06,041,120002,2777,202279,4839,3867
Census Tract 1211; Marin County; California,06041121100,06,041,121100,3398,200150,5487,4180
Census Tract 1212; Marin County; California,06041121200,06,041,121200,3501,215806,6712,4406
Census Tract 1220; Marin County; California,06041122000,06,041,122000,,,1581,341
Census Tract 1230; Marin County; California,06041123000,06,041,123000,3501,250001,2400,2085
Census Tract 1241; Marin County; California,06041124100,06,041,124100,3491,228359,5137,4000
Census Tract 1242; Marin County; California,06041124200,06,041,124200,3501,227083,5596,4608
Census Tract 1250; Marin County; California,06041125000,06,041,125000,2879,137557,4648,3290
Census Tract 1261; Marin County; California,06041126100,06,041,126100,3501,236875,6040,5557
Census Tract 1262; Marin County; California,06041126200,06,041,126200,2839,187575,4367,2861
Census Tract 1270; Marin County; California,06041127000,06,041,127000,3039,211927,4538,3811
Census Tract 1281; Marin County; California,06041128100,06,041,128100,2556,237038,7528,5584
Census Tract 1282; Marin County; California,06041128200,06,041,128200,3501,228309,5335,4180
Census Tract 1290; Marin County; California,06041129000,06,041,129000,1593,56413,2918,842
Census Tract 1302.01; Marin County; California,06041130201,06,041,130201,3236,191358,3376,2833
Census Tract 1302.03; Marin County; California,06041130203,06,041,130203,3501,157500,2104,1512
Census Tract 1302.04; Marin County; California,06041130204,06,041,130204,3216,140000,2368,2072
Census Tract 1311; Marin County; California,06041131100,06,041,131100,2300,192917,1346,1195
Census Tract 1321; Marin County; California,06041132100,06,041,132100,2138,102188,1589,1353
Census Tract 1322; Marin County; California,06041132200,06,041,132200,2053,78860,1673,1507
Census Tract 1330; Marin County; California,06041133000,06,041,133000,1831,126957,2842,2493
Census Tract 9901; Marin County; California,06041990100,06,041,990100,,,0,0
Census Tract 2002.01; Napa County; California,06055200201,06,055,200201,2201,91121,3870,2484
Census Tract 2002.02; Napa County; California,06055200202,06,055,200202,1805,83281,2049,924
Census Tract 2002.03; Napa County; California,06055200203,06,055,200203,1744,74063,1990,778
Census Tract 2003.01; Napa County; California,06055200301,06,055,200301,2256,96343,6064,2351
Census Tract 2003.02; Napa County; California,06055200302,06,055,200302,1950,123571,2797,1533
Census Tract 2004; Napa County; California,06055200400,06,055,200400,2612,136377,3307,2525
Census Tract 2005.01; Napa County; California,06055200501,06,055,200501,2165,95982,5481,2187
Census Tract 2005.03; Napa County; California,06055200503,06,055,200503,2146,112500,1532,835
Census Tract 2005.04; Napa County; California,06055200504,06,055,200504,2349,76984,6177,2329
Census Tract 2005.05; Napa County; California,06055200505,06,055,200505,2401,86050,2905,1152
Census Tract 2006.01; Napa County; California,06055200601,06,055,200601,2964,135083,4778,2022
Census Tract 2006.02; Napa County; California,06055200602,06,055,200602,2121,112500,4584,2503
Census Tract 2007.03; Napa County; California,06055200703,06,055,200703,3207,147868,3083,2386
Census Tract 2007.04; Napa County; California,06055200704,06,055,200704,1052,66953,4795,2171
Census Tract 2007.05; Napa County; California,06055200705,06,055,200705,2061,99265,2897,1699
Census Tract 2007.06; Napa County; California,06055200706,06,055,200706,3307,140625,3094,1775
Census Tract 2007.07; Napa County; California,06055200707,06,055,200707,2548,110741,3481,2426
Census Tract 2008.02; Napa County; California,06055200802,06,055,200802,2111,113703,6060,3098
Census Tract 2008.03; Napa County; California,06055200803,06,055,200803,2133,135000,2223,1726
Census Tract 2008.04; Napa County; California,06055200804,06,055,200804,1958,94821,5493,1581
Census Tract 2009; Napa County; California,06055200900,06,055,200900,,,319,140
Census Tract 2010.03; Napa County; California,06055201003,06,055,201003,2450,159063,5133,855
Census Tract 2010.04; Napa County; California,06055201004,06,055,201004,,107155,6997,1093
Census Tract 2010.05; Napa County; California,06055201005,06,055,201005,1108,106413,2623,616
Census Tract 2010.06; Napa County; California,06055201006,06,055,201006,2572,147623,3455,1318
Census Tract 2010.07; Napa County; California,06055201007,06,055,201007,3028,128047,3851,897
Census Tract 2011.01; Napa County; California,06055201101,06,055,201101,3250,131528,1941,1278
Census Tract 2011.02; Napa County; California,06055201102,06,055,201102,1788,136071,1934,1364
Census Tract 2012; Napa County; California,06055201200,06,055,201200,3071,74519,4560,2460
Census Tract 2013; Napa County; California,06055201300,06,055,201300,2144,79696,3396,2397
Census Tract 2014.01; Napa County; California,06055201401,06,055,201401,3501,146823,2672,1781
Census Tract 2014.02; Napa County; California,06055201402,06,055,201402,2343,183651,2539,2305
Census Tract 2014.03; Napa County; California,06055201403,06,055,201403,1661,205694,698,575
Census Tract 2015; Napa County; California,06055201500,06,055,201500,1841,123438,1588,1017
Census Tract 2016.01; Napa County; California,06055201601,06,055,201601,2351,99712,2184,1050
Census Tract 2016.02; Napa County; California,06055201602,06,055,201602,2428,176375,3194,2660
Census Tract 2017; Napa County; California,06055201700,06,055,201700,1495,116818,4305,2564
Census Tract 2018; Napa County; California,06055201800,06,055,201800,2159,84219,1356,838
Census Tract 2019; Napa County; California,06055201900,06,055,201900,2171,129688,1506,830
Census Tract 2020; Napa County; California,06055202000,06,055,202000,1798,84892,5159,2709
Census Tract 101.01; San Francisco County; California,06075010101,06,075,010101,2325,101974,2004,770
Census Tract 101.02; San Francisco County; California,06075010102,06,075,010102,,108417,1795,554
Census Tract 102.01; San Francisco County; California,06075010201,06,075,010201,3118,160221,2608,1762
Census Tract 102.02; San Francisco County; California,06075010202,06,075,010202,3037,206484,1761,1179
Census Tract 103; San Francisco County; California,06075010300,06,075,010300,2898,158973,3791,2258
Census Tract 104.01; San Francisco County; California,06075010401,06,075,010401,3307,207500,2393,1290
Census Tract 104.02; San Francisco County; California,06075010402,06,075,010402,3022,158500,2012,1130
Census Tract 105; San Francisco County; California,06075010500,06,075,010500,2724,171667,3177,1352
Census Tract 106; San Francisco County; California,06075010600,06,075,010600,2105,86111,3293,893
Census Tract 107.01; San Francisco County; California,06075010701,06,075,010701,788,27531,3280,160
Census Tract 107.02; San Francisco County; California,06075010702,06,075,010702,1534,80472,1380,348
Census Tract 108; San Francisco County; California,06075010800,06,075,010800,1937,150298,4334,2012
Census Tract 109.01; San Francisco County; California,06075010901,06,075,010901,3233,190139,2069,1234
Census Tract 109.02; San Francisco County; California,06075010902,06,075,010902,3049,141591,2568,1591
Census Tract 110.01; San Francisco County; California,06075011001,06,075,011001,1821,117750,2327,1468
Census Tract 110.02; San Francisco County; California,06075011002,06,075,011002,2807,155575,1755,686
Census Tract 111.01; San Francisco County; California,06075011101,06,075,011101,2039,112418,2470,1100
Census Tract 111.02; San Francisco County; California,06075011102,06,075,011102,2145,101976,2205,715
Census Tract 112; San Francisco County; California,06075011200,06,075,011200,2349,118347,2678,1348
Census Tract 113; San Francisco County; California,06075011300,06,075,011300,969,35507,2518,488
Census Tract 117; San Francisco County; California,06075011700,06,075,011700,1589,51964,1947,825
Census Tract 118; San Francisco County; California,06075011800,06,075,011800,1047,43833,1635,122
Census Tract 119.01; San Francisco County; California,06075011901,06,075,011901,2137,101827,2084,846
Census Tract 119.02; San Francisco County; California,06075011902,06,075,011902,1900,77241,2732,1138
Census Tract 120.01; San Francisco County; California,06075012001,06,075,012001,2115,91040,1738,660
Census Tract 120.02; San Francisco County; California,06075012002,06,075,012002,2373,71619,2035,529
Census Tract 121; San Francisco County; California,06075012100,06,075,012100,1911,92059,3250,1425
Census Tract 122.02; San Francisco County; California,06075012202,06,075,012202,1243,54650,3017,1104
Census Tract 122.03; San Francisco County; California,06075012203,06,075,012203,1086,22982,1895,1075
Census Tract 122.04; San Francisco County; California,06075012204,06,075,012204,1604,65217,2389,1003
Census Tract 123.01; San Francisco County; California,06075012301,06,075,012301,1038,24284,1766,657
Census Tract 123.02; San Francisco County; California,06075012302,06,075,012302,1724,55741,2586,1064
Census Tract 124.03; San Francisco County; California,06075012403,06,075,012403,1277,46185,2696,254
Census Tract 124.04; San Francisco County; California,06075012404,06,075,012404,850,35074,2587,783
Census Tract 124.05; San Francisco County; California,06075012405,06,075,012405,2252,107311,3878,1337
Census Tract 124.06; San Francisco County; California,06075012406,06,075,012406,643,26132,1358,509
Census Tract 125.02; San Francisco County; California,06075012502,06,075,012502,494,19128,4689,888
Census Tract 125.03; San Francisco County; California,06075012503,06,075,012503,935,47301,4497,1031
Census Tract 125.04; San Francisco County; California,06075012504,06,075,012504,573,22639,651,49
Census Tract 126.01; San Francisco County; California,06075012601,06,075,012601,2949,176750,2045,1370
Census Tract 126.02; San Francisco County; California,06075012602,06,075,012602,3371,237917,2956,2304
Census Tract 127; San Francisco County; California,06075012700,06,075,012700,3501,250001,3973,3180
Census Tract 128.01; San Francisco County; California,06075012801,06,075,012801,2927,236553,2547,1817
Census Tract 128.02; San Francisco County; California,06075012802,06,075,012802,3501,250001,2035,1433
Census Tract 129.01; San Francisco County; California,06075012901,06,075,012901,3042,231841,2887,1928
Census Tract 129.02; San Francisco County; California,06075012902,06,075,012902,2707,210921,2735,1908
Census Tract 130.01; San Francisco County; California,06075013001,06,075,013001,3455,127031,1770,1435
Census Tract 130.02; San Francisco County; California,06075013002,06,075,013002,3501,238008,2785,1896
Census Tract 131.01; San Francisco County; California,06075013101,06,075,013101,3501,206518,3935,2568
Census Tract 131.02; San Francisco County; California,06075013102,06,075,013102,3501,250001,2725,1778
Census Tract 132; San Francisco County; California,06075013200,06,075,013200,3255,205265,3721,2376
Census Tract 133; San Francisco County; California,06075013300,06,075,013300,2516,177898,4160,2835
Census Tract 134.01; San Francisco County; California,06075013401,06,075,013401,2848,208608,1456,884
Census Tract 134.02; San Francisco County; California,06075013402,06,075,013402,2407,170190,2302,1549
Census Tract 135; San Francisco County; California,06075013500,06,075,013500,2996,182241,2544,1856
Census Tract 151; San Francisco County; California,06075015100,06,075,015100,3010,170568,2840,1312
Census Tract 152.01; San Francisco County; California,06075015201,06,075,015201,2310,113450,1532,840
Census Tract 152.02; San Francisco County; California,06075015202,06,075,015202,3094,177533,2334,1161
Census Tract 153; San Francisco County; California,06075015300,06,075,015300,2702,215417,2427,1525
Census Tract 154.01; San Francisco County; California,06075015401,06,075,015401,2812,173409,3035,1568
Census Tract 154.02; San Francisco County; California,06075015402,06,075,015402,2837,207292,2747,1669
Census Tract 155; San Francisco County; California,06075015500,06,075,015500,2071,95909,3936,1570
Census Tract 156; San Francisco County; California,06075015600,06,075,015600,2299,89792,2927,1115
Census Tract 157.01; San Francisco County; California,06075015701,06,075,015701,2852,156581,4958,2163
Census Tract 157.02; San Francisco County; California,06075015702,06,075,015702,2664,211641,3109,1683
Census Tract 158.01; San Francisco County; California,06075015801,06,075,015801,2312,149643,3220,1333
Census Tract 158.02; San Francisco County; California,06075015802,06,075,015802,2443,142700,3163,1562
Census Tract 159; San Francisco County; California,06075015900,06,075,015900,1461,83162,4876,1650
Census Tract 160; San Francisco County; California,06075016000,06,075,016000,2256,141304,2725,934
Census Tract 161.01; San Francisco County; California,06075016101,06,075,016101,950,,2444,1017
Census Tract 161.02; San Francisco County; California,06075016102,06,075,016102,1147,,2798,348
Census Tract 162; San Francisco County; California,06075016200,06,075,016200,2437,125913,3198,1424
Census Tract 163; San Francisco County; California,06075016300,06,075,016300,2204,101964,3794,2172
Census Tract 164; San Francisco County; California,06075016400,06,075,016400,3003,183281,3481,2209
Census Tract 165; San Francisco County; California,06075016500,06,075,016500,2583,180152,5393,3650
Census Tract 166.01; San Francisco County; California,06075016601,06,075,016601,2784,146691,3027,2136
Census Tract 166.02; San Francisco County; California,06075016602,06,075,016602,3270,218394,1986,1339
Census Tract 167; San Francisco County; California,06075016700,06,075,016700,2908,246989,5092,3261
Census Tract 168.01; San Francisco County; California,06075016801,06,075,016801,2716,148173,4013,1735
Census Tract 168.02; San Francisco County; California,06075016802,06,075,016802,2357,109107,3754,1881
Census Tract 169; San Francisco County; California,06075016900,06,075,016900,2623,174545,2890,1946
Census Tract 170; San Francisco County; California,06075017000,06,075,017000,2418,240556,4016,2808
Census Tract 171.01; San Francisco County; California,06075017101,06,075,017101,2908,200357,4125,2782
Census Tract 171.02; San Francisco County; California,06075017102,06,075,017102,2972,176304,3550,2544
Census Tract 176.02; San Francisco County; California,06075017602,06,075,017602,1615,83468,3251,760
Census Tract 176.03; San Francisco County; California,06075017603,06,075,017603,2836,132600,4527,1460
Census Tract 176.04; San Francisco County; California,06075017604,06,075,017604,2350,106438,3720,918
Census Tract 177; San Francisco County; California,06075017700,06,075,017700,2607,178125,2360,1005
Census Tract 178.01; San Francisco County; California,06075017801,06,075,017801,537,31215,3335,533
Census Tract 178.03; San Francisco County; California,06075017803,06,075,017803,1460,126319,2318,733
Census Tract 178.04; San Francisco County; California,06075017804,06,075,017804,2461,138561,3911,1153
Census Tract 179.03; San Francisco County; California,06075017903,06,075,017903,2538,91750,2829,838
Census Tract 180; San Francisco County; California,06075018000,06,075,018000,3362,209083,3636,1122
Census Tract 201.01; San Francisco County; California,06075020101,06,075,020101,2782,140132,4221,1397
Census Tract 201.02; San Francisco County; California,06075020102,06,075,020102,1405,108095,3627,999
Census Tract 202.01; San Francisco County; California,06075020201,06,075,020201,1493,,1847,852
Census Tract 202.02; San Francisco County; California,06075020202,06,075,020202,2372,166932,3929,1798
Census Tract 203; San Francisco County; California,06075020300,06,075,020300,2733,179313,3372,2082
Census Tract 204.01; San Francisco County; California,06075020401,06,075,020401,3244,190966,3409,2118
Census Tract 204.02; San Francisco County; California,06075020402,06,075,020402,2827,158451,4083,2525
Census Tract 205; San Francisco County; California,06075020500,06,075,020500,2659,248571,2895,2112
Census Tract 206.01; San Francisco County; California,06075020601,06,075,020601,1926,182465,3073,1859
Census Tract 206.02; San Francisco County; California,06075020602,06,075,020602,3149,204044,2369,1672
Census Tract 207.01; San Francisco County; California,06075020701,06,075,020701,3336,217386,3032,1854
Census Tract 207.02; San Francisco County; California,06075020702,06,075,020702,2566,148898,2046,1162
Census Tract 208.01; San Francisco County; California,06075020801,06,075,020801,1454,103997,3732,1031
Census Tract 208.02; San Francisco County; California,06075020802,06,075,020802,1913,117000,2274,644
Census Tract 209; San Francisco County; California,06075020900,06,075,020900,2252,94360,3644,1212
Census Tract 210; San Francisco County; California,06075021000,06,075,021000,2504,157027,3739,2300
Census Tract 211; San Francisco County; California,06075021100,06,075,021100,3501,244813,4054,2708
Census Tract 212; San Francisco County; California,06075021200,06,075,021200,3163,195714,3052,1727
Census Tract 213; San Francisco County; California,06075021300,06,075,021300,3247,216944,2948,1976
Census Tract 214; San Francisco County; California,06075021400,06,075,021400,3067,228056,3522,2439
Census Tract 215; San Francisco County; California,06075021500,06,075,021500,3054,176417,5341,2606
Census Tract 216; San Francisco County; California,06075021600,06,075,021600,3229,237909,4417,2272
Census Tract 217; San Francisco County; California,06075021700,06,075,021700,1803,139722,4459,2205
Census Tract 218; San Francisco County; California,06075021800,06,075,021800,3501,222891,3999,2425
Census Tract 226; San Francisco County; California,06075022600,06,075,022600,3501,243007,4210,1809
Census Tract 227.02; San Francisco County; California,06075022702,06,075,022702,3501,250001,2017,1024
Census Tract 227.04; San Francisco County; California,06075022704,06,075,022704,3501,240000,3982,1977
Census Tract 228.01; San Francisco County; California,06075022801,06,075,022801,2073,143531,4755,1767
Census Tract 228.02; San Francisco County; California,06075022802,06,075,022802,2952,137969,2236,1005
Census Tract 228.03; San Francisco County; California,06075022803,06,075,022803,2273,158545,4098,1341
Census Tract 229.01; San Francisco County; California,06075022901,06,075,022901,1888,94214,4197,1093
Census Tract 229.02; San Francisco County; California,06075022902,06,075,022902,3110,199671,2019,653
Census Tract 229.03; San Francisco County; California,06075022903,06,075,022903,3403,201250,2675,1092
Census Tract 230.01; San Francisco County; California,06075023001,06,075,023001,2909,140179,5576,446
Census Tract 230.03; San Francisco County; California,06075023003,06,075,023003,3501,118889,4025,418
Census Tract 231.02; San Francisco County; California,06075023102,06,075,023102,1020,46331,3411,79
Census Tract 231.03; San Francisco County; California,06075023103,06,075,023103,817,28393,4512,0
Census Tract 232; San Francisco County; California,06075023200,06,075,023200,1079,111597,4214,322
Census Tract 233; San Francisco County; California,06075023300,06,075,023300,2178,92574,3934,296
Census Tract 234; San Francisco County; California,06075023400,06,075,023400,1370,80788,3811,341
Census Tract 251; San Francisco County; California,06075025100,06,075,025100,2214,139600,3342,1793
Census Tract 252; San Francisco County; California,06075025200,06,075,025200,2485,163321,5610,2916
Census Tract 253; San Francisco County; California,06075025300,06,075,025300,3088,189688,4218,1851
Census Tract 254.01; San Francisco County; California,06075025401,06,075,025401,2750,183902,3706,1695
Census Tract 254.02; San Francisco County; California,06075025402,06,075,025402,2484,173352,3163,1069
Census Tract 254.03; San Francisco County; California,06075025403,06,075,025403,2663,128947,4686,878
Census Tract 255.01; San Francisco County; California,06075025501,06,075,025501,3038,146477,4073,572
Census Tract 255.02; San Francisco County; California,06075025502,06,075,025502,2125,168483,3451,1139
Census Tract 256; San Francisco County; California,06075025600,06,075,025600,2468,114250,5290,908
Census Tract 257.01; San Francisco County; California,06075025701,06,075,025701,1910,129663,5047,450
Census Tract 257.02; San Francisco County; California,06075025702,06,075,025702,1752,104250,4601,374
Census Tract 258; San Francisco County; California,06075025800,06,075,025800,1168,82546,1776,192
Census Tract 259; San Francisco County; California,06075025900,06,075,025900,3172,151418,4134,619
Census Tract 260.01; San Francisco County; California,06075026001,06,075,026001,2547,119088,6010,805
Census Tract 260.02; San Francisco County; California,06075026002,06,075,026002,3184,119038,3731,1117
Census Tract 260.03; San Francisco County; California,06075026003,06,075,026003,1986,99044,4873,610
Census Tract 260.04; San Francisco County; California,06075026004,06,075,026004,3501,133542,3924,703
Census Tract 261; San Francisco County; California,06075026100,06,075,026100,2032,123070,6601,493
Census Tract 262.01; San Francisco County; California,06075026201,06,075,026201,1762,149067,3928,164
Census Tract 262.02; San Francisco County; California,06075026202,06,075,026202,1907,144127,3664,343
Census Tract 263.01; San Francisco County; California,06075026301,06,075,026301,1648,102131,4955,494
Census Tract 263.02; San Francisco County; California,06075026302,06,075,026302,1657,99091,4707,562
Census Tract 263.03; San Francisco County; California,06075026303,06,075,026303,2382,94167,4425,577
Census Tract 264.01; San Francisco County; California,06075026401,06,075,026401,1483,80563,3470,157
Census Tract 264.02; San Francisco County; California,06075026402,06,075,026402,2760,117230,4654,985
Census Tract 264.03; San Francisco County; California,06075026403,06,075,026403,1575,73750,3453,175
Census Tract 264.04; San Francisco County; California,06075026404,06,075,026404,1747,83500,2404,153
Census Tract 301.01; San Francisco County; California,06075030101,06,075,030101,2966,151384,4588,2082
Census Tract 301.02; San Francisco County; California,06075030102,06,075,030102,3291,206515,4808,2337
Census Tract 302.01; San Francisco County; California,06075030201,06,075,030201,2366,115292,4120,1806
Census Tract 302.02; San Francisco County; California,06075030202,06,075,030202,2324,149306,4017,1863
Census Tract 303.01; San Francisco County; California,06075030301,06,075,030301,3172,191338,6509,2577
Census Tract 303.02; San Francisco County; California,06075030302,06,075,030302,3501,170000,3492,1350
Census Tract 304; San Francisco County; California,06075030400,06,075,030400,2573,140524,5120,1836
Census Tract 305; San Francisco County; California,06075030500,06,075,030500,3141,182375,3778,1584
Census Tract 306; San Francisco County; California,06075030600,06,075,030600,3474,238750,2356,1173
Census Tract 307; San Francisco County; California,06075030700,06,075,030700,3501,156827,6600,3273
Census Tract 308; San Francisco County; California,06075030800,06,075,030800,3147,190625,5769,3272
Census Tract 309; San Francisco County; California,06075030900,06,075,030900,3501,204375,6425,2480
Census Tract 310; San Francisco County; California,06075031000,06,075,031000,3410,196389,4336,1607
Census Tract 311; San Francisco County; California,06075031100,06,075,031100,3267,197432,6276,2440
Census Tract 312.01; San Francisco County; California,06075031201,06,075,031201,1826,107648,5906,967
Census Tract 312.02; San Francisco County; California,06075031202,06,075,031202,2667,156250,2919,233
Census Tract 313.01; San Francisco County; California,06075031301,06,075,031301,2735,132222,3847,668
Census Tract 313.02; San Francisco County; California,06075031302,06,075,031302,3128,127050,4727,431
Census Tract 314.01; San Francisco County; California,06075031401,06,075,031401,3110,102644,2700,248
Census Tract 314.02; San Francisco County; California,06075031402,06,075,031402,2542,165130,4671,569
Census Tract 326.01; San Francisco County; California,06075032601,06,075,032601,2392,151500,4511,1515
Census Tract 326.02; San Francisco County; California,06075032602,06,075,032602,3271,157550,4105,1185
Census Tract 327; San Francisco County; California,06075032700,06,075,032700,2405,158889,6729,2270
Census Tract 328.01; San Francisco County; California,06075032801,06,075,032801,2158,148231,3946,766
Census Tract 328.02; San Francisco County; California,06075032802,06,075,032802,2019,113092,4185,1194
Census Tract 329.01; San Francisco County; California,06075032901,06,075,032901,2805,167723,5071,1039
Census Tract 329.02; San Francisco County; California,06075032902,06,075,032902,3501,113265,3797,777
Census Tract 330.01; San Francisco County; California,06075033001,06,075,033001,3501,162379,3858,988
Census Tract 330.02; San Francisco County; California,06075033002,06,075,033002,3053,173615,3940,1538
Census Tract 331; San Francisco County; California,06075033100,06,075,033100,3501,161193,3866,1162
Census Tract 332.01; San Francisco County; California,06075033201,06,075,033201,2589,68250,3535,910
Census Tract 332.03; San Francisco County; California,06075033203,06,075,033203,2619,74671,3339,907
Census Tract 332.04; San Francisco County; California,06075033204,06,075,033204,2122,71750,3327,822
Census Tract 351.01; San Francisco County; California,06075035101,06,075,035101,2724,104648,3848,1675
Census Tract 351.02; San Francisco County; California,06075035102,06,075,035102,3501,166741,3828,1025
Census Tract 352.01; San Francisco County; California,06075035201,06,075,035201,2287,112413,5136,1455
Census Tract 352.02; San Francisco County; California,06075035202,06,075,035202,2585,118590,4559,1693
Census Tract 353; San Francisco County; California,06075035300,06,075,035300,3501,163657,6922,1956
Census Tract 354; San Francisco County; California,06075035400,06,075,035400,2551,142540,7154,2331
Census Tract 401; San Francisco County; California,06075040100,06,075,040100,2378,143674,4277,1727
Census Tract 402; San Francisco County; California,06075040200,06,075,040200,2641,175978,4903,2262
Census Tract 426.01; San Francisco County; California,06075042601,06,075,042601,2251,136458,3999,1685
Census Tract 426.02; San Francisco County; California,06075042602,06,075,042602,2608,168667,3060,1353
Census Tract 427; San Francisco County; California,06075042700,06,075,042700,2165,119276,5365,1856
Census Tract 428; San Francisco County; California,06075042800,06,075,042800,3292,246635,2419,1373
Census Tract 451; San Francisco County; California,06075045100,06,075,045100,2701,195893,4664,2602
Census Tract 452.01; San Francisco County; California,06075045201,06,075,045201,2891,178750,3113,1261
Census Tract 452.02; San Francisco County; California,06075045202,06,075,045202,2668,151480,3304,1532
Census Tract 476; San Francisco County; California,06075047600,06,075,047600,2771,162289,5208,1868
Census Tract 477.01; San Francisco County; California,06075047701,06,075,047701,2103,116750,4742,1549
Census Tract 477.02; San Francisco County; California,06075047702,06,075,047702,2446,119957,3441,1373
Census Tract 478.01; San Francisco County; California,06075047801,06,075,047801,2563,171120,4227,1824
Census Tract 478.02; San Francisco County; California,06075047802,06,075,047802,2402,133625,3897,1655
Census Tract 479.02; San Francisco County; California,06075047902,06,075,047902,2203,126058,3327,1347
Census Tract 479.03; San Francisco County; California,06075047903,06,075,047903,2393,148800,3608,1590
Census Tract 479.04; San Francisco County; California,06075047904,06,075,047904,2970,87494,3175,1772
Census Tract 601; San Francisco County; California,06075060100,06,075,060100,3501,236190,3808,2081
Census Tract 604; San Francisco County; California,06075060400,06,075,060400,2304,100583,1818,678
Census Tract 605.02; San Francisco County; California,06075060502,06,075,060502,646,42548,3087,158
Census Tract 607.01; San Francisco County; California,06075060701,06,075,060701,3501,248177,8415,1611
Census Tract 607.02; San Francisco County; California,06075060702,06,075,060702,2830,107989,2359,406
Census Tract 607.03; San Francisco County; California,06075060703,06,075,060703,3311,191910,5936,2487
Census Tract 610; San Francisco County; California,06075061000,06,075,061000,2425,125327,4558,527
Census Tract 611.01; San Francisco County; California,06075061101,06,075,061101,610,17569,1814,39
Census Tract 611.02; San Francisco County; California,06075061102,06,075,061102,749,42558,2017,82
Census Tract 612; San Francisco County; California,06075061200,06,075,061200,1770,117132,4163,352
Census Tract 614.01; San Francisco County; California,06075061401,06,075,061401,2255,143665,2900,1479
Census Tract 614.02; San Francisco County; California,06075061402,06,075,061402,3501,218125,2354,1421
Census Tract 615.01; San Francisco County; California,06075061501,06,075,061501,3368,230332,1807,613
Census Tract 615.02; San Francisco County; California,06075061502,06,075,061502,3430,119524,2195,1558
Census Tract 615.03; San Francisco County; California,06075061503,06,075,061503,3316,187067,3612,1229
Census Tract 615.04; San Francisco County; California,06075061504,06,075,061504,3317,249539,2133,390
Census Tract 615.05; San Francisco County; California,06075061505,06,075,061505,3501,250001,1162,291
Census Tract 615.06; San Francisco County; California,06075061506,06,075,061506,3501,250001,4918,1874
Census Tract 615.07; San Francisco County; California,06075061507,06,075,061507,2987,167785,1550,401
Census Tract 615.08; San Francisco County; California,06075061508,06,075,061508,3174,177806,2018,861
Census Tract 9802; San Francisco County; California,06075980200,06,075,980200,,,179,32
Census Tract 9803; San Francisco County; California,06075980300,06,075,980300,2233,104333,49,37
Census Tract 9804.01; San Francisco County; California,06075980401,06,075,980401,,,0,0
Census Tract 9805.01; San Francisco County; California,06075980501,06,075,980501,323,13569,155,0
Census Tract 9806; San Francisco County; California,06075980600,06,075,980600,2354,142321,1290,242
Census Tract 9809; San Francisco County; California,06075980900,06,075,980900,1840,53800,322,32
Census Tract 9901; San Francisco County; California,06075990100,06,075,990100,,,0,0
Census Tract 9902; San Francisco County; California,06075990200,06,075,990200,,,0,0
Census Tract 6001; San Mateo County; California,06081600100,06,081,600100,2656,152802,5070,1996
Census Tract 6002; San Mateo County; California,06081600200,06,081,600200,1548,122917,4155,68
Census Tract 6003; San Mateo County; California,06081600300,06,081,600300,3501,128500,4070,857
Census Tract 6004.01; San Mateo County; California,06081600401,06,081,600401,2957,158949,3391,367
Census Tract 6004.02; San Mateo County; California,06081600402,06,081,600402,2767,142250,4615,351
Census Tract 6005.01; San Mateo County; California,06081600501,06,081,600501,2640,130278,3709,347
Census Tract 6005.02; San Mateo County; California,06081600502,06,081,600502,1870,131694,4228,119
Census Tract 6006; San Mateo County; California,06081600600,06,081,600600,2195,105088,4863,154
Census Tract 6007.01; San Mateo County; California,06081600701,06,081,600701,2054,74049,3287,453
Census Tract 6007.02; San Mateo County; California,06081600702,06,081,600702,,143011,2778,398
Census Tract 6008; San Mateo County; California,06081600800,06,081,600800,2742,91500,7861,1638
Census Tract 6009; San Mateo County; California,06081600900,06,081,600900,3501,147258,3994,1427
Census Tract 6010; San Mateo County; California,06081601000,06,081,601000,2663,122917,7415,1238
Census Tract 6011; San Mateo County; California,06081601100,06,081,601100,3501,155637,6197,904
Census Tract 6012; San Mateo County; California,06081601200,06,081,601200,2770,155554,6706,1775
Census Tract 6013.01; San Mateo County; California,06081601301,06,081,601301,2034,108468,4004,299
Census Tract 6013.02; San Mateo County; California,06081601302,06,081,601302,1685,90994,4581,140
Census Tract 6014; San Mateo County; California,06081601400,06,081,601400,2690,113801,7102,667
Census Tract 6015.01; San Mateo County; California,06081601501,06,081,601501,2357,178692,4917,291
